24	each old cat with faint odor moved towards the beagle	each old cat with faint odor moved away from a beagle	CONTRADICTION
54	at most 6 rabbits who some but not all rabbits who all bulldogs who were happy touched sniffed were not happy	at most 6 rabbits who some but not all rabbits who all happy mammals touched sniffed were happy	CONTRADICTION
88	at most 6 old mammals who swam did not sniff all black quadrupeds	at most 6 old poodles who swam did not sniff most black quadrupeds	ENTAILMENT
58	some dog who at least 6 mammals moved away from moved	at least 5 dogs who at least 6 mammals moved away from swam	NEUTRAL
11	all black mammals saw exactly 5 stallions who danced	some black stallions saw exactly 6 stallions who danced	CONTRADICTION
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	a horse who at most 6 old poodles who at least 6 bulldogs stared at saw stared at at most 5 wheels	ENTAILMENT
47	most black dogs who each brown bulldog who every cat moved away from saw danced	most black dogs who all brown bulldogs who every cat moved away from saw danced	ENTAILMENT
70	some beagle who many newborn dogs stared at was sad	each beagle who several newborn mammals stared at was sad	NEUTRAL
14	some mammal was sad	no mammal was sad	CONTRADICTION
17	the dog moved towards at least 5 old rabbits who some cat saw	the dog did not move towards at least 3 old animals who some cat saw	CONTRADICTION
3	most old beagles swam	some old animal moved	ENTAILMENT
47	most black dogs who each brown bulldog who every cat moved away from saw danced	some black animal who each brown bulldog who each cat moved away from saw danced	ENTAILMENT
19	some bulldog who touched every object was sad	a bulldog who touched most mailboxes was sad	ENTAILMENT
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	several horses who at most 3 old mammals who at least 3 bulldogs saw stared at stared at at most 4 wheels	NEUTRAL
70	some beagle who many newborn dogs stared at was sad	some beagle who at least 3 newborn dogs saw was sad	ENTAILMENT
66	many old poodles moved	several old mammals slept	CONTRADICTION
11	all black mammals saw exactly 5 stallions who danced	all black cats saw exactly 4 stallions who danced	CONTRADICTION
42	every old quadruped who all brown or black bats with faint odor sniffed was happy	an old quadruped who some brown bat with faint odor sniffed was happy	ENTAILMENT
19	some bulldog who touched every object was sad	a bulldog who touched every wheel was sad	ENTAILMENT
47	most black dogs who each brown bulldog who every cat moved away from saw danced	most black dogs who each brown bulldog who all cats moved away from saw moved	ENTAILMENT
51	each mammal who danced inspected some wooden object	each mammal who danced inspected at least 3 wooden doors	NEUTRAL
47	most black dogs who each brown bulldog who every cat moved away from saw danced	no black dogs who each brown bulldog who every cat moved away from saw moved	CONTRADICTION
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	most horses who at most 6 old mammals who some bulldog saw stared at stared at at most 3 wheels	NEUTRAL
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	each horse who at most 4 old dogs who at least 5 bulldogs saw stared at stared at at most 5 wheels	NEUTRAL
42	every old quadruped who all brown or black bats with faint odor sniffed was happy	an old quadruped who all black bats with odor sniffed was happy	ENTAILMENT
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	each horse who at most 6 old dogs who at least 3 dogs saw stared at stared at at most 3 wheels	NEUTRAL
11	all black mammals saw exactly 5 stallions who danced	a brown or black poodle saw exactly 5 stallions who danced	ENTAILMENT
94	exactly 6 black cats saw all animals	exactly 5 black cats saw every animals	CONTRADICTION
68	every dog who every young horse touched was sad	all dog who every young horse touched was not sad	CONTRADICTION
98	every brown or black horse sniffed at least 5 chairs	some but not all brown or black horse sniffed a chairs	CONTRADICTION
9	at least 4 black bats who exactly 4 rabbits without strong odor sniffed did not sleep	at least 4 brown or black animals who exactly 4 rabbits without strong odor sniffed did not sleep	ENTAILMENT
72	each bat sniffed at least 5 bats	a bat sniffed at least 4 mammals	ENTAILMENT
72	each bat sniffed at least 5 bats	a bat sniffed some bat	ENTAILMENT
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	several horses who at most 3 old animals who at least 3 mammals saw stared at stared at at most 5 wheels	NEUTRAL
11	all black mammals saw exactly 5 stallions who danced	most black bulldogs did not see exactly 5 stallions who danced	CONTRADICTION
42	every old quadruped who all brown or black bats with faint odor sniffed was happy	every old quadruped who all brown or black animals with smell sniffed was happy	ENTAILMENT
67	every brown mammal did not touch some but not all stallions without faint odor	all brown mammals did not touch some but not all stallions without smell	ENTAILMENT
31	at least 6 brown or black rabbits waltzed	at least 4 brown or black mammals danced	ENTAILMENT
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	all horses who at most 6 old poodles who at least 3 dogs stared at stared at stared at at most 5 objects	NEUTRAL
88	at most 6 old mammals who swam did not sniff all black quadrupeds	at most 6 old mammals who swam did not sniff every black quadruped	ENTAILMENT
15	most young beagles with faint smell saw a cat without strong smell	some young mammals with faint smell saw no cat without strong smell	CONTRADICTION
61	every bulldog with strong odor stared at a beagle	some bulldog with strong smell stared at no beagle	CONTRADICTION
88	at most 6 old mammals who swam did not sniff all black quadrupeds	at most 6 old rabbits who swam did sniffed all black quadrupeds	CONTRADICTION
24	each old cat with faint odor moved towards the beagle	an old cat with faint odor did not move towards a beagle	CONTRADICTION
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	some horse who at most 6 old dogs who some bulldog saw stared at saw at most 5 wheels	NEUTRAL
64	every newborn poodle who was happy touched most boxes	each newborn poodle who was happy touched some box	ENTAILMENT
15	most young beagles with faint smell saw a cat without strong smell	each young beagle with faint smell saw each cat without smell	NEUTRAL
18	some but not all black animals who some quadruped who was not sad inspected were sad	some but not all black animals who a quadruped who was not sad inspected were sad	ENTAILMENT
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	most horses who at most 6 old mammals who at least 3 dogs saw stared at saw at most 5 wheels	NEUTRAL
47	most black dogs who each brown bulldog who every cat moved away from saw danced	some black dog who every brown bulldog who every cat moved away from saw moved	ENTAILMENT
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	every horse who at most 6 old animals who at least 6 bulldogs saw stared at stared at at most 5 wheels	NEUTRAL
89	each newborn bulldog who swam moved towards at least 6 young cats with strong odor	most newborn bulldog who swam moved away from at least 6 young animals with strong odor	CONTRADICTION
72	each bat sniffed at least 5 bats	all bat did not sniff at least 5 mammals	CONTRADICTION
11	all black mammals saw exactly 5 stallions who danced	a black poodles saw exactly 6 stallions who danced	CONTRADICTION
15	most young beagles with faint smell saw a cat without strong smell	all young mammals with faint smell saw each cat without smell	NEUTRAL
93	at least 6 old poodles who were not sad did not stare at the table	at least 5 old dogs who were not sad did not stare at the table	ENTAILMENT
70	some beagle who many newborn dogs stared at was sad	a beagle who a newborn mammal stared at was sad	ENTAILMENT
23	each young dog waltzed	every young dog waltzed	ENTAILMENT
42	every old quadruped who all brown or black bats with faint odor sniffed was happy	all old quadrupeds who all brown or black bats with faint smell sniffed were happy	ENTAILMENT
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	every horse who at most 6 old animals who at least 4 bulldogs saw stared at stared at at most 4 wheels	NEUTRAL
54	at most 6 rabbits who some but not all rabbits who all bulldogs who were happy touched sniffed were not happy	at most 6 rabbits who some but not all rabbits who every happy bulldogs touched sniffed were happy	CONTRADICTION
59	a brown or black stallion did not move	a brown or black stallion did moved	CONTRADICTION
58	some dog who at least 6 mammals moved away from moved	each dog who at least 3 dogs moved away from swam	NEUTRAL
19	some bulldog who touched every object was sad	no bulldog who touched every wagon was sad	CONTRADICTION
0	at least 5 young dogs did not dance	at least 5 young dogs did danced	CONTRADICTION
72	each bat sniffed at least 5 bats	some bat sniffed at least 5 bats	ENTAILMENT
89	each newborn bulldog who swam moved towards at least 6 young cats with strong odor	each newborn bulldog who swam moved away from at least 3 young cats with odor	CONTRADICTION
47	most black dogs who each brown bulldog who every cat moved away from saw danced	most black dogs who every brown bulldog who every cat moved away from saw moved	ENTAILMENT
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	the horse who at most 6 old animals who at least 3 animals saw stared at stared at at most 4 wheels	NEUTRAL
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	a horse who at most 6 old poodles who several bulldogs stared at stared at stared at at least 6 wheels	CONTRADICTION
15	most young beagles with faint smell saw a cat without strong smell	no young animals with faint smell saw a cat without strong smell	CONTRADICTION
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	every horse who at most 3 old poodles who at least 6 bulldogs stared at stared at stared at at most 5 wheels	NEUTRAL
54	at most 6 rabbits who some but not all rabbits who all bulldogs who were happy touched sniffed were not happy	at most 6 rabbits who some but not all rabbits who every animal who was happy touched sniffed were not happy	ENTAILMENT
13	each badger was happy	some badger was happy	ENTAILMENT
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	a horse who at most 6 old poodles who many bulldogs saw stared at stared at at least 6 wheels	CONTRADICTION
42	every old quadruped who all brown or black bats with faint odor sniffed was happy	an old quadruped who each brown or black bat with faint smell sniffed was happy	ENTAILMENT
89	each newborn bulldog who swam moved towards at least 6 young cats with strong odor	most newborn bulldogs who swam moved towards at least 6 young mammals with strong odor	ENTAILMENT
93	at least 6 old poodles who were not sad did not stare at the table	some old animal who was not sad did not stare at the table	ENTAILMENT
11	all black mammals saw exactly 5 stallions who danced	every black dogs saw exactly 6 stallions who danced	CONTRADICTION
53	exactly 5 mammals sniffed each metal wheelbarrow	exactly 3 mammals sniffed each metal wheelbarrow	CONTRADICTION
66	many old poodles moved	at least 3 old mammals moved	ENTAILMENT
99	at least 6 young mammals danced	at least 5 young animals slept	CONTRADICTION
15	most young beagles with faint smell saw a cat without strong smell	every young animal with faint smell stared at at least 3 cats without strong smell	NEUTRAL
10	most old mammals did not swim	some old mammal did not swim	ENTAILMENT
90	some animal ran	no animal ran	CONTRADICTION
86	some poodle did not move away from every metal chair	all poodles did not move away from a steel object	NEUTRAL
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	every horse who at most 6 old animals who at least 6 bulldogs saw stared at stared at at most 4 wheels	NEUTRAL
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	all horses who at most 6 old horses who at least 4 bulldogs saw stared at stared at at most 5 wheels	NEUTRAL
51	each mammal who danced inspected some wooden object	each mammal who moved inspected each wooden fence	NEUTRAL
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	at least 5 horses who at most 6 old poodles who at least 3 animals saw stared at stared at at most 4 wheels	NEUTRAL
11	all black mammals saw exactly 5 stallions who danced	all black poodles saw exactly 3 stallions who danced	CONTRADICTION
58	some dog who at least 6 mammals moved away from moved	each dog who some beagle moved away from moved	NEUTRAL
65	a bat with strong odor did not hit several dogs	a bat with strong odor did not hit many dogs	ENTAILMENT
23	each young dog waltzed	most young dogs moved	ENTAILMENT
47	most black dogs who each brown bulldog who every cat moved away from saw danced	a black mammal who each brown bulldog who each cat moved away from saw danced	ENTAILMENT
99	at least 6 young mammals danced	at least 6 young poodles waltzed	NEUTRAL
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	every horse who at most 6 old poodles who at least 3 horses stared at stared at stared at at most 5 wheels	NEUTRAL
9	at least 4 black bats who exactly 4 rabbits without strong odor sniffed did not sleep	at least 3 brown or black bats who exactly 5 rabbits without strong odor sniffed did not sleep	CONTRADICTION
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	a horse who at most 6 old poodles who at least 4 bulldogs stared at saw stared at at most 5 wheels	ENTAILMENT
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	each horse who at most 6 old poodles who some bulldog saw saw stared at at most 3 wheels	NEUTRAL
31	at least 6 brown or black rabbits waltzed	at least 6 brown or black animals danced	ENTAILMENT
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	every horse who at most 5 old poodles who at least 3 bulldogs saw stared at saw at most 5 wheels	NEUTRAL
17	the dog moved towards at least 5 old rabbits who some cat saw	the dog moved towards at most 3 old mammals who a cat saw	CONTRADICTION
58	some dog who at least 6 mammals moved away from moved	some dog who at least 6 animals moved away from moved	ENTAILMENT
89	each newborn bulldog who swam moved towards at least 6 young cats with strong odor	a newborn bulldog who swam moved towards at most 5 young mammals with strong odor	CONTRADICTION
18	some but not all black animals who some quadruped who was not sad inspected were sad	some but not all black horses who at least 3 quadrupeds who were not sad inspected were sad	NEUTRAL
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	all horses who at most 6 old poodles who at least 5 bulldogs saw stared at stared at at most 5 objects	NEUTRAL
6	the old cat with faint odor inspected each chair	an old cat with faint smell inspected every chair	ENTAILMENT
47	most black dogs who each brown bulldog who every cat moved away from saw danced	all black mammals who some brown bulldog who some cat moved away from saw danced	NEUTRAL
11	all black mammals saw exactly 5 stallions who danced	some black rabbits did not see exactly 5 stallions who danced	CONTRADICTION
85	at most 5 stallions moved	at most 6 stallions swam	ENTAILMENT
17	the dog moved towards at least 5 old rabbits who some cat saw	a dog did not move towards at least 3 old rabbits who some cat saw	CONTRADICTION
28	most brown or black bulldogs moved	each brown or black mammal waltzed	NEUTRAL
65	a bat with strong odor did not hit several dogs	a bat with odor did not hit several dogs	ENTAILMENT
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	every horse who at most 6 old poodles who some bulldog saw stared at stared at at most 5 wheels	NEUTRAL
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	all horses who at most 3 old poodles who at least 3 bulldogs stared at stared at stared at at most 4 wheels	NEUTRAL
67	every brown mammal did not touch some but not all stallions without faint odor	some brown mammal did not touch some but not all stallions without odor	ENTAILMENT
88	at most 6 old mammals who swam did not sniff all black quadrupeds	at most 6 old beagles who swam did not sniff some black quadruped	ENTAILMENT
31	at least 6 brown or black rabbits waltzed	a brown or black animal waltzed	ENTAILMENT
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	most horses who at most 4 old poodles who some bulldog saw stared at stared at at most 5 objects	NEUTRAL
72	each bat sniffed at least 5 bats	each bat sniffed a mammal	ENTAILMENT
11	all black mammals saw exactly 5 stallions who danced	a black animals saw exactly 6 stallions who danced	CONTRADICTION
72	each bat sniffed at least 5 bats	every bat sniffed at least 3 bats	ENTAILMENT
34	a newborn mammal who all brown stallions moved away from swam	a newborn mammal who some brown or black stallions moved towards swam	CONTRADICTION
18	some but not all black animals who some quadruped who was not sad inspected were sad	no brown or black animals who some quadruped who was not sad inspected were sad	CONTRADICTION
6	the old cat with faint odor inspected each chair	the old cat with faint odor inspected all chairs	ENTAILMENT
72	each bat sniffed at least 5 bats	most bat sniffed at most 3 animals	CONTRADICTION
98	every brown or black horse sniffed at least 5 chairs	every brown horse sniffed a chair	ENTAILMENT
89	each newborn bulldog who swam moved towards at least 6 young cats with strong odor	every newborn bulldog who swam did not move towards at least 6 young cats with strong odor	CONTRADICTION
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	the horse who at most 4 old poodles who some bulldog saw stared at stared at at most 4 wheels	NEUTRAL
11	all black mammals saw exactly 5 stallions who danced	each black cat saw exactly 5 stallions who danced	ENTAILMENT
89	each newborn bulldog who swam moved towards at least 6 young cats with strong odor	each newborn bulldog who swam moved towards at most 3 young animals with strong smell	CONTRADICTION
16	the brown or black rabbit with faint smell moved	some brown or black rabbit with smell moved	ENTAILMENT
54	at most 6 rabbits who some but not all rabbits who all bulldogs who were happy touched sniffed were not happy	at most 6 rabbits who some but not all rabbits who all mammals who were happy touched sniffed were not happy	ENTAILMENT
31	at least 6 brown or black rabbits waltzed	at most 4 brown or black animals moved	CONTRADICTION
65	a bat with strong odor did not hit several dogs	most bats with strong odor did not touch several dogs	NEUTRAL
19	some bulldog who touched every object was sad	a bulldog who touched every box was sad	ENTAILMENT
89	each newborn bulldog who swam moved towards at least 6 young cats with strong odor	a newborn bulldog who swam moved towards some young cat with strong odor	ENTAILMENT
42	every old quadruped who all brown or black bats with faint odor sniffed was happy	every old quadruped who every brown or black mammal with faint smell sniffed was happy	ENTAILMENT
85	at most 5 stallions moved	at least 6 stallions swam	CONTRADICTION
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	a horse who at most 6 old dogs who an animal saw stared at stared at at most 5 wheels	NEUTRAL
67	every brown mammal did not touch some but not all stallions without faint odor	all brown mammals did not hit some but not all stallions without faint smell	ENTAILMENT
89	each newborn bulldog who swam moved towards at least 6 young cats with strong odor	each newborn bulldog who swam moved towards no young cats with strong odor	CONTRADICTION
26	many old dogs with faint odor were not happy	some old mammal with faint odor was not happy	ENTAILMENT
51	each mammal who danced inspected some wooden object	each mammal who danced inspected all hardwood wheels	NEUTRAL
17	the dog moved towards at least 5 old rabbits who some cat saw	a dog did not move towards at least 5 old rabbits who some cat saw	CONTRADICTION
89	each newborn bulldog who swam moved towards at least 6 young cats with strong odor	some newborn bulldog who swam moved towards at least 6 young animals with strong smell	ENTAILMENT
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	each horse who at most 6 old poodles who at least 3 animals saw stared at stared at at most 5 wheels	NEUTRAL
72	each bat sniffed at least 5 bats	each bat sniffed no bats	CONTRADICTION
65	a bat with strong odor did not hit several dogs	each bat with odor did not touch at least 3 dogs	NEUTRAL
80	a bulldog who moved was happy	several bulldogs who ran were happy	NEUTRAL
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	the horse who at most 6 old animals who some bulldog saw stared at stared at at most 5 objects	NEUTRAL
96	exactly 4 quadrupeds did not move	exactly 6 quadrupeds did not move	CONTRADICTION
11	all black mammals saw exactly 5 stallions who danced	every black dogs did not see exactly 5 stallions who danced	CONTRADICTION
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	each horse who at most 6 old poodles who most bulldogs saw stared at stared at at most 4 wheels	NEUTRAL
11	all black mammals saw exactly 5 stallions who danced	some but not all black bulldogs saw exactly 5 stallions who danced	CONTRADICTION
64	every newborn poodle who was happy touched most boxes	every newborn poodle who was happy touched some box	ENTAILMENT
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	many horses who at most 4 old poodles who a bulldog saw stared at saw at most 5 wheels	NEUTRAL
66	many old poodles moved	several old dogs slept	CONTRADICTION
65	a bat with strong odor did not hit several dogs	a bat with odor did not hit several beagles	ENTAILMENT
82	several mammals were not happy	no mammals were not happy	CONTRADICTION
42	every old quadruped who all brown or black bats with faint odor sniffed was happy	an old quadruped who all brown or black poodles with faint odor sniffed was happy	ENTAILMENT
